CustomerId,Age,Balance,Geography,Risk_Score
15647292,63,148368.02,France,0.5739130434782609
15610686,63,169832.57,France,0.5739130434782609
15592751,63,81245.79,Germany,0.5739130434782609
15588944,63,165350.61,France,0.5739130434782609
15738088,63,0.0,Spain,0.5739130434782609
15638882,62,148214.36,Germany,0.5695652173913044
15672082,62,0.0,France,0.5695652173913044
15745326,62,75051.49,France,0.5695652173913044
15577999,62,124678.35,France,0.5695652173913044
15626147,62,144976.5,France,0.5695652173913044
15594133,62,0.0,Spain,0.5695652173913044
15755678,62,0.0,France,0.5695652173913044
15794142,62,114931.35,Germany,0.5695652173913044
15669414,62,118356.89,Germany,0.5695652173913044
15677310,62,98854.34,Germany,0.5695652173913044
15704053,62,131078.42,Spain,0.5695652173913044
15784148,62,0.0,France,0.5695652173913044
15766575,62,140745.33,Germany,0.5695652173913044
15679410,62,140549.4,France,0.5695652173913044
15668248,62,133201.17,Germany,0.5695652173913044
15743411,61,0.0,Spain,0.5652173913043478
15712403,61,0.0,France,0.5652173913043478
15582168,61,149525.34,Germany,0.5652173913043478
15743236,61,80538.56,France,0.5652173913043478
15589572,61,129855.72,Spain,0.5652173913043478
15679770,61,131583.59,France,0.5652173913043478
15570931,61,0.0,France,0.5652173913043478
15651664,61,104267.7,France,0.5652173913043478
15676519,61,0.0,Spain,0.5652173913043478
15691785,61,0.0,France,0.5652173913043478
15686099,61,82182.1,Spain,0.5652173913043478
15751561,61,102453.26,Germany,0.5652173913043478
15720559,61,110368.03,Germany,0.5652173913043478
15776233,61,125397.21,Germany,0.5652173913043478
15749401,60,0.0,France,0.5608695652173913
15738907,60,96956.1,France,0.5608695652173913
15752507,60,148846.39,Germany,0.5608695652173913
15635116,60,0.0,Spain,0.5608695652173913
15792228,60,152335.7,France,0.5608695652173913
15694556,60,116563.58,France,0.5608695652173913
15677921,60,115920.62,Germany,0.5608695652173913
15601012,60,92887.06,France,0.5608695652173913
15613699,60,73937.02,France,0.5608695652173913
15672594,60,131778.08,France,0.5608695652173913
15765173,60,0.0,France,0.5608695652173913
15721460,60,185648.56,France,0.5608695652173913
15585362,60,0.0,France,0.5608695652173913
15810418,60,115924.89,Germany,0.5608695652173913
15762716,60,168920.75,Spain,0.5608695652173913
15750778,60,120731.39,France,0.5608695652173913
15651823,60,147751.75,France,0.5608695652173913
15596761,60,113715.36,Germany,0.5608695652173913
15714485,60,85891.55,France,0.5608695652173913
15600399,60,0.0,France,0.5608695652173913
15670898,60,108028.08,France,0.5608695652173913
15636454,60,101070.69,France,0.5608695652173913
15691513,60,0.0,France,0.5608695652173913
15750447,60,117738.81,France,0.5608695652173913
15812241,59,127197.14,Germany,0.5565217391304348
15684951,59,68892.77,France,0.5565217391304348
15798895,59,55328.4,France,0.5565217391304348
15603135,59,95727.05,Germany,0.5565217391304348
15797960,59,135296.33,Germany,0.5565217391304348
15609998,59,137648.41,Germany,0.5565217391304348
15743871,59,0.0,France,0.5565217391304348
15750156,59,104568.41,Germany,0.5565217391304348
15601659,59,91680.1,Germany,0.5565217391304348
15776780,59,0.0,France,0.5565217391304348
15745083,59,91415.76,Germany,0.5565217391304348
15673238,59,154110.99,Germany,0.5565217391304348
15635141,59,118210.42,Germany,0.5565217391304348
15606613,59,0.0,France,0.5565217391304348
15702541,59,166968.28,France,0.5565217391304348
15734008,59,152581.06,Germany,0.5565217391304348
15799966,59,101609.77,Germany,0.5565217391304348
15595592,59,0.0,France,0.5565217391304348
15771668,59,185966.64,France,0.5565217391304348
15769246,59,135078.41,Germany,0.5565217391304348
15786463,59,121669.93,Germany,0.5565217391304348
15623314,59,190353.08,Germany,0.5565217391304348
15774358,59,110939.3,Germany,0.5565217391304348
15587611,59,0.0,France,0.5565217391304348
15690007,58,125801.03,Germany,0.5521739130434783
15712551,58,116922.25,Germany,0.5521739130434783
15771409,58,151933.63,France,0.5521739130434783
15707674,58,131852.81,France,0.5521739130434783
15779176,58,108888.24,Germany,0.5521739130434783
15791321,58,0.0,Spain,0.5521739130434783
15747757,58,118723.11,Germany,0.5521739130434783
15605698,58,0.0,France,0.5521739130434783
15735246,58,0.0,Spain,0.5521739130434783
15646764,58,119024.75,Germany,0.5521739130434783
15574830,58,128137.42,Germany,0.5521739130434783
15745250,58,156652.13,France,0.5521739130434783
15794580,58,0.0,France,0.5521739130434783
15737452,58,132602.88,Germany,0.5521739130434783
15596013,58,143212.22,Germany,0.5521739130434783
15584037,58,106913.43,Germany,0.5521739130434783
15579212,57,0.0,France,0.5478260869565217
15767474,57,0.0,France,0.5478260869565217
15728005,57,111359.55,France,0.5478260869565217
15625092,57,101465.31,Germany,0.5478260869565217
15671534,57,90212.0,Germany,0.5478260869565217
15704284,57,95295.39,Germany,0.5478260869565217
15665283,57,72092.95,France,0.5478260869565217
15677336,57,120043.13,Germany,0.5478260869565217
15679249,57,163146.46,Germany,0.5478260869565217
15686835,57,148384.64,Germany,0.5478260869565217
15804142,57,175575.95,Spain,0.5478260869565217
15796910,57,0.0,Spain,0.5478260869565217
15654733,57,117056.46,Germany,0.5478260869565217
15680303,57,0.0,France,0.5478260869565217
15648794,57,101247.06,Spain,0.5478260869565217
15679145,57,0.0,Spain,0.5478260869565217
15637476,57,162448.69,Germany,0.5478260869565217
15764105,57,0.0,France,0.5478260869565217
15612525,57,0.0,France,0.5478260869565217
15686242,57,0.0,France,0.5478260869565217
15588614,57,0.0,France,0.5478260869565217
15751392,57,0.0,Spain,0.5478260869565217
15796764,56,127585.98,Germany,0.5434782608695652
15705009,56,156974.26,France,0.5434782608695652
15593128,56,129255.2,France,0.5434782608695652
15789955,56,112414.81,Germany,0.5434782608695652
15702095,56,128472.8,Spain,0.5434782608695652
15618255,56,103244.86,Germany,0.5434782608695652
15689786,56,169743.83,Germany,0.5434782608695652
15603565,56,90778.76,Spain,0.5434782608695652
15779492,56,94231.13,Spain,0.5434782608695652
15633930,56,157559.59,Spain,0.5434782608695652
15704583,56,0.0,France,0.5434782608695652
15711716,56,131368.3,France,0.5434782608695652
15806688,56,123110.9,Spain,0.5434782608695652
15805260,56,143249.67,Germany,0.5434782608695652
15571415,56,151802.29,Germany,0.5434782608695652
15777553,56,123785.24,France,0.5434782608695652
15761294,56,137464.04,Germany,0.5434782608695652
15813113,56,0.0,Spain,0.5434782608695652
15684868,56,110993.79,Germany,0.5434782608695652
15716984,56,0.0,Spain,0.5434782608695652
15633233,56,100374.58,France,0.5434782608695652
15743490,56,94348.94,Germany,0.5434782608695652
15589449,56,0.0,France,0.5434782608695652
15786215,56,119496.25,France,0.5434782608695652
15752081,56,0.0,France,0.5434782608695652
15785367,56,0.0,France,0.5434782608695652
15646190,56,119963.45,France,0.5434782608695652
15619343,56,152759.0,France,0.5434782608695652
15606641,56,100260.88,Germany,0.5434782608695652
15813659,56,0.0,France,0.5434782608695652
15797165,56,0.0,France,0.5434782608695652
15574068,56,104217.3,Germany,0.5434782608695652
15647385,56,99340.83,Spain,0.5434782608695652
15707637,56,0.0,France,0.5434782608695652
15797900,56,142147.32,France,0.5434782608695652
15782688,56,148507.24,Germany,0.5434782608695652
15651883,55,115796.7,Germany,0.5391304347826087
15684196,55,159441.27,France,0.5391304347826087
15767818,55,132436.34,France,0.5391304347826087
15787255,55,140891.46,Germany,0.5391304347826087
15813412,55,44020.89,France,0.5391304347826087
15734649,55,133295.98,Spain,0.5391304347826087
15729201,55,0.0,France,0.5391304347826087
15569249,55,44582.07,France,0.5391304347826087
15746708,55,119961.48,Germany,0.5391304347826087
15659931,55,123378.2,Germany,0.5391304347826087
15784958,55,0.0,France,0.5391304347826087
15793455,55,0.0,Spain,0.5391304347826087
15726103,55,76296.81,Germany,0.5391304347826087
15724863,55,91893.32,Spain,0.5391304347826087
15691723,55,99685.06,Spain,0.5391304347826087
15591010,55,109339.17,Germany,0.5391304347826087
15649033,55,127723.25,Germany,0.5391304347826087
15571778,55,117561.49,France,0.5391304347826087
15657809,55,106415.57,France,0.5391304347826087
15641604,55,98488.08,France,0.5391304347826087
15699523,55,126817.65,Germany,0.5391304347826087
15643630,55,63127.41,Spain,0.5391304347826087
15652626,55,115285.85,France,0.5391304347826087
15789582,55,0.0,France,0.5391304347826087
15757617,55,134140.68,France,0.5391304347826087
15625426,55,161608.81,Germany,0.5391304347826087
15717770,55,0.0,Spain,0.5391304347826087
15724223,55,0.0,France,0.5391304347826087
15676571,55,0.0,France,0.5391304347826087
15732430,54,120952.74,Spain,0.5347826086956522
15596870,54,144768.94,Germany,0.5347826086956522
15669664,54,99774.5,Germany,0.5347826086956522
15811762,54,115988.86,Germany,0.5347826086956522
15593425,54,187997.15,Spain,0.5347826086956522
15620111,54,133436.52,France,0.5347826086956522
15647008,54,116726.22,Germany,0.5347826086956522
15783225,54,0.0,France,0.5347826086956522
15600975,54,150005.38,France,0.5347826086956522
15796813,54,167831.88,France,0.5347826086956522
15588080,54,0.0,France,0.5347826086956522
15578603,54,77354.37,Germany,0.5347826086956522
15722991,54,96402.96,France,0.5347826086956522
15644833,54,0.0,France,0.5347826086956522
15592736,54,102994.04,Germany,0.5347826086956522
15811690,54,128966.13,Germany,0.5347826086956522
15645200,54,152508.99,Germany,0.5347826086956522
15724858,54,0.0,France,0.5347826086956522
15618774,54,0.0,France,0.5347826086956522
15815095,54,108185.81,Spain,0.5347826086956522
15772423,54,126418.14,Germany,0.5347826086956522
15768471,54,108755.0,Germany,0.5347826086956522
15653275,54,0.0,Spain,0.5347826086956522
15654577,54,92877.33,Germany,0.5347826086956522
15732644,54,92316.31,Spain,0.5347826086956522
15798844,54,128914.97,France,0.5347826086956522
15639265,54,126113.28,France,0.5347826086956522
15708212,54,118241.02,Spain,0.5347826086956522
15718893,54,125456.07,Germany,0.5347826086956522
15761554,54,89299.81,France,0.5347826086956522
15635435,54,120633.42,France,0.5347826086956522
15625080,54,0.0,Spain,0.5347826086956522
15571059,54,0.0,France,0.5347826086956522
15716609,54,134388.11,Germany,0.5347826086956522
15623989,54,0.0,France,0.5347826086956522
15611430,54,0.0,France,0.5347826086956522
15651674,54,0.0,Spain,0.5347826086956522
15695339,53,109172.88,Germany,0.5304347826086957
15806570,53,0.0,France,0.5304347826086957
15769959,53,88381.21,France,0.5304347826086957
15593795,53,156674.2,Germany,0.5304347826086957
15704442,53,169406.33,France,0.5304347826086957
15755223,53,150926.99,Germany,0.5304347826086957
15657468,53,123805.03,Germany,0.5304347826086957
15653937,53,123916.67,Germany,0.5304347826086957
15792064,53,114421.55,Germany,0.5304347826086957
15732266,53,127997.83,Germany,0.5304347826086957
15672432,53,0.0,France,0.5304347826086957
15642726,53,83568.26,France,0.5304347826086957
15664001,53,95231.91,Germany,0.5304347826086957
15758116,53,64646.7,France,0.5304347826086957
15767264,53,117438.17,Germany,0.5304347826086957
15616365,53,0.0,France,0.5304347826086957
15643658,53,94078.97,Germany,0.5304347826086957
15754177,53,111061.01,Spain,0.5304347826086957
15607314,53,143923.96,Spain,0.5304347826086957
15763108,53,106261.63,Germany,0.5304347826086957
15601811,53,110240.04,France,0.5304347826086957
15651900,53,81571.05,Germany,0.5304347826086957
15683124,53,115029.4,France,0.5304347826086957
15675518,53,75225.53,Spain,0.5304347826086957
15632280,53,0.0,Spain,0.5304347826086957
15589793,53,144453.75,France,0.5304347826086957
15649150,53,127642.44,France,0.5304347826086957
15811588,53,187602.18,Spain,0.5304347826086957
15767339,53,0.0,France,0.5304347826086957
15757559,53,0.0,France,0.5304347826086957
15804131,53,65407.16,Spain,0.5304347826086957
15722010,53,170491.84,Spain,0.5304347826086957
15713483,52,0.0,Spain,0.5260869565217391
15741988,52,125396.24,Germany,0.5260869565217391
15690452,52,63349.75,France,0.5260869565217391
15592716,52,0.0,France,0.5260869565217391
15796993,52,171236.3,France,0.5260869565217391
15734202,52,86891.84,Germany,0.5260869565217391
15582325,52,87894.26,France,0.5260869565217391
15809320,52,0.0,Spain,0.5260869565217391
15595609,52,135870.01,Germany,0.5260869565217391
15704987,52,49113.75,France,0.5260869565217391
15617486,52,106723.28,France,0.5260869565217391
15617482,52,131441.51,Germany,0.5260869565217391
15766427,52,97720.35,Germany,0.5260869565217391
15661275,52,110791.97,Germany,0.5260869565217391
15795759,52,107906.75,Germany,0.5260869565217391
15649121,52,0.0,France,0.5260869565217391
15691504,52,124099.13,Germany,0.5260869565217391
15727197,52,170228.59,France,0.5260869565217391
15600934,52,125095.94,France,0.5260869565217391
15756321,52,144772.69,Spain,0.5260869565217391
15807120,52,112383.03,Germany,0.5260869565217391
15693764,52,136298.65,Spain,0.5260869565217391
15687658,52,65971.61,France,0.5260869565217391
15669411,52,107467.56,Germany,0.5260869565217391
15624510,52,139781.06,France,0.5260869565217391
15814846,52,0.0,France,0.5260869565217391
15672374,52,170008.84,France,0.5260869565217391
15638607,52,0.0,France,0.5260869565217391
15706557,52,0.0,France,0.5260869565217391
15806027,52,0.0,France,0.5260869565217391
15611767,52,133723.43,Germany,0.5260869565217391
15597930,52,59669.43,France,0.5260869565217391
15800434,52,76915.4,Germany,0.5260869565217391
15623369,52,105355.81,France,0.5260869565217391
15719991,52,154733.97,Spain,0.5260869565217391
15578787,52,0.0,France,0.5260869565217391
15643770,52,112670.48,France,0.5260869565217391
15807563,52,0.0,France,0.5260869565217391
15656683,52,0.0,France,0.5260869565217391
15743498,52,137755.76,Germany,0.5260869565217391
15795488,52,0.0,Spain,0.5260869565217391
15768342,52,79475.3,France,0.5260869565217391
15665222,52,121161.57,Spain,0.5260869565217391
15752857,52,98443.14,Germany,0.5260869565217391
15711028,52,0.0,France,0.5260869565217391
15693690,52,115532.52,Spain,0.5260869565217391
15697510,52,0.0,Spain,0.5260869565217391
15674541,52,123925.23,Spain,0.5260869565217391
15613189,52,56580.93,France,0.5260869565217391
15661473,51,126725.25,Germany,0.5217391304347826
15739592,51,98438.23,Germany,0.5217391304347826
15597914,51,117306.69,Germany,0.5217391304347826
15609735,51,127545.56,Germany,0.5217391304347826
15728963,51,167273.71,Germany,0.5217391304347826
15636089,51,145751.03,Germany,0.5217391304347826
15738148,51,122522.32,France,0.5217391304347826
15785406,51,105056.13,France,0.5217391304347826
15705953,51,169312.13,Spain,0.5217391304347826
15772781,51,0.0,France,0.5217391304347826
15687162,51,119889.84,France,0.5217391304347826
15616213,51,138214.5,Germany,0.5217391304347826
15803121,51,97565.74,France,0.5217391304347826
15775318,51,154962.99,Spain,0.5217391304347826
15618936,51,0.0,France,0.5217391304347826
15802741,51,136294.97,France,0.5217391304347826
15651264,51,124425.99,Germany,0.5217391304347826
15648455,51,131156.76,Germany,0.5217391304347826
15642391,51,109978.83,Germany,0.5217391304347826
15654025,51,101629.3,France,0.5217391304347826
15663410,51,135506.58,Spain,0.5217391304347826
15663161,51,143139.87,Germany,0.5217391304347826
15740442,51,186825.57,France,0.5217391304347826
15698732,51,104677.09,Germany,0.5217391304347826
15646817,51,156773.78,France,0.5217391304347826
15784676,51,125268.03,France,0.5217391304347826
15785385,51,0.0,Spain,0.5217391304347826
15719940,51,115280.49,Germany,0.5217391304347826
15605534,51,95560.04,Germany,0.5217391304347826
15570379,51,88827.53,Spain,0.5217391304347826
15647838,51,116574.84,Germany,0.5217391304347826
15633648,51,0.0,Spain,0.5217391304347826
15754577,51,61354.14,France,0.5217391304347826
15787756,51,114514.71,Germany,0.5217391304347826
15622461,51,122822.0,France,0.5217391304347826
15813946,51,104682.83,Germany,0.5217391304347826
15751748,51,148222.65,France,0.5217391304347826
15586585,51,111018.98,Germany,0.5217391304347826
15718465,51,96891.46,Germany,0.5217391304347826
15645404,51,124620.01,France,0.5217391304347826
15608873,51,0.0,France,0.5217391304347826
15588090,51,107494.86,Germany,0.5217391304347826
15654901,51,141556.96,France,0.5217391304347826
15734524,51,0.0,France,0.5217391304347826
15694381,51,100654.8,France,0.5217391304347826
15672516,51,90373.28,Germany,0.5217391304347826
15573628,51,148074.79,Germany,0.5217391304347826
15720371,51,0.0,France,0.5217391304347826
15803689,51,119741.77,Germany,0.5217391304347826
15683416,51,97750.07,Germany,0.5217391304347826
15603082,51,0.0,France,0.5217391304347826
15807595,51,144244.59,Germany,0.5217391304347826
15810593,51,0.0,France,0.5217391304347826
15718057,51,100946.71,France,0.5217391304347826
15774401,51,0.0,Spain,0.5217391304347826
15799635,51,108867.0,Spain,0.5217391304347826
15765518,51,105229.53,France,0.5217391304347826
15605916,50,0.0,France,0.5173913043478261
15768600,50,130023.38,Germany,0.5173913043478261
15605279,50,0.0,France,0.5173913043478261
15657349,50,98173.02,Germany,0.5173913043478261
15629244,50,159453.64,Spain,0.5173913043478261
15799859,50,165438.26,France,0.5173913043478261
15778368,50,121175.56,Germany,0.5173913043478261
15773972,50,137104.47,France,0.5173913043478261
15659399,50,139675.07,Germany,0.5173913043478261
15677288,50,121159.65,France,0.5173913043478261
15751185,50,158633.61,Spain,0.5173913043478261
15698184,50,90408.16,France,0.5173913043478261
15761670,50,0.0,France,0.5173913043478261
15783615,50,129370.91,Germany,0.5173913043478261
15674880,50,0.0,Spain,0.5173913043478261
